price,Brand,num_votes,num_reviews,Ratings,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,antiglare,aspect_ratio,touchscreen,processor,cores,threads,cache,graphic_card,ram,hard_disk,battery1,hdmi,wifi,usb,camera,others
25990,Acer,"1,086",21,4.1,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.5 kgAverage,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,‎Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"['45.5\u2009Wh, 2 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 3 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
34990,Wings,69,,4.7,OS: Windows 11,"Utility: Business, Performance",1.6 kgLight,1.6 kgLight,1 Year Warranty,15.6 inchesLargest,1080 x 1920 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i5 1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['17.85\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
49990,MSI,172,8,4.25,OS: Windows 11,Utility: Performance,Thickness: 21.7 mmThick,1.86 kgHeavy,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, Arc A370M Intel ARC GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"['51\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
79745,Acer,75,,4.5,OS: Windows 11,Utility: Gaming,Thickness: 25.9 mmThick,2.6 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores  4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsLargest",8 GB DDR5 SDRAM RAMSmall,512 GB SSD,,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
35990,Acer,162,,4,OS: Windows 11,Utility: Performance,Thickness: 19.7 mmSlim,1.59 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,"Hexa Core, 12 Threads",8 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"['36\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
92221,HP,406,,4.3,OS: Windows 11,Utility: Gaming,Thickness: 24 mmThick,2.48 kgHeavy,1 Year Warranty,16.1 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,1 TB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
45990,Wings,89,,4.15,OS: Windows 11,"Utility: Business, Performance",Thickness: 16.3 mmSlim,1.48 kgLight,1 Year Warranty,14 inchesSmall,1080 x 1920 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i7 1165G7,4 x 1.2 GHz (Turbo Speed upto 4.7 GHz) Cores,"Quad Core, 8 Threads",12 MB Cache,Intel Graphics Graphics,16 GB LPDDR4 RAMLargest,512 GB SSD,['17.85\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
37650,HP,392,1,4.1,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.7 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
49990,Asus,768,,4.25,OS: Windows 11,Utility: Gaming,Thickness: 20 mmThick,1.8 kgHeavy,1 Year Warranty,16 inchesLargest,1920 x 1200 pixelsGood,~ 283 PPIHighest,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
28990,MSI,703,14,4.2,OS: Windows 11,Utility: Performance,Thickness: 19.35 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['3 Cell Battery'],HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
69990,Apple,"14,846",42,4.7,OS: Mac,Utility: Performance,Thickness: 16.1 mmSlim,1.29 kgLight,1 Year Warranty,13.3 inchesSmall,2560 x 1600 pixelsGood,~ 227 PPIHigh,,,,Apple M1,4 x (Turbo Speed upto 3.2 GHz) Performance Cores  4 x (Turbo Speed upto 2.1 GHz) Efficient Cores,Octa Core (4P + 4E),,Apple M1 Integrated Graphics Graphics,8 GB DDR4 RAMAverage,256 GB SSD,['49.9\u2009Wh BatteryGood'],Thunderbolt,"WiFi, Bluetooth v5.0","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
55999,HP,97,,4.3,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Anti Glare,Anti Glare,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, AMD Radeon RX 6500M GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,['52.5\u2009Wh BatteryGood'],"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
85990,Asus,68,,4.4,OS: Windows 11,Utility: Performance,Thickness: 25 mmThick,2.2 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i7 12700H ,14 x 3 GHz (Turbo Speed upto 4.7 GHz) Cores,"14 Cores, 20 Threads",24 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"['76\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
49990,Samsung,332,12,4.3,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.5 mmSlim,1.8 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 1235U ,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,16 GB LPDDR4 RAMLargest,512 GB SSD,"['43\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",,Inbuilt Microphone
67190,Dell,119,2,4.35,OS: Windows 11,Utility: Gaming,Thickness: 26.9 mmThick,2.57 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR5 RAMLargest,512 GB SSD,"['56\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
45990,HP,66,,4.25,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,"Hexa Core, 12 Threads",8 MB Cache,AMD Radeon AMD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
34990,Acer,250,4,3.85,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.49 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 135 PPILow,,,,11th Gen Intel Core i5  1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,‎Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"['45.5\u2009Wh, 2 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
59990,Acer,233,12,4.2,OS: Windows 11,Utility: Performance,2.1 kgHeavy,2.1 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 3050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
58990,Asus,169,,4.3,OS: Windows 11,Utility: Performance,1.8 kgAverage,1.8 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:09 Aspect Ratio,16:09 Aspect Ratio,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['70\u2009Wh, 3 Cell BatteryGood']","HDMI, Thunderbolt","WiFi, Bluetooth v5.3","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
57990,Asus,166,,4.4,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.5 mmThick,2.3 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"['90\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
62990,HP,263,14,4.1,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.48 kgHeavy,1 Year Warranty,16.1 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
44990,Samsung,335,17,4.2,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.5 mmSlim,1.8 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,8 GB LPDDR4 RAMAverage,512 GB SSD,"['43\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",,Inbuilt Microphone
41990,HP,"1,624",29,4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
79990,Acer,99,,4.45,OS: Windows 11,Utility: Gaming,Thickness: 25.9 mmThick,2.6 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores  4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsLargest",16 GB DDR5 SDRAM RAMAverage,512 GB SSD,,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
64990,Asus,349,,4,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:09 Aspect Ratio,16:09 Aspect Ratio,12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores  4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,Intel Iris Xe Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"['42\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
62990,Acer,236,8,4.55,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesSmall,2880 x 1800 pixelsGood,~ 243 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,['3 Cell Battery'],"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
59990,Lenovo,69,,4,OS: Windows 11,Utility: Performance,1.7 kgAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores  8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
80980,Asus,90,,4.25,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 22.8 mmThick,2.2 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i7 11800H,8 x 2.3 GHz (Turbo Speed upto 4.6 GHz) Cores,"Octa Core, 16 Threads",24 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 Ti GraphicsAverage",16 GB DDR4 RAMAverage,1 TB SSD,"['90\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
38490,HP,163,6,4.15,OS: Windows 11,Utility: Performance,1.4 kgLight,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i3 N305,8 x (Turbo Speed upto 3.8 GHz) Cores,"Octa Core, 8 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
61990,Asus,153,10,4.4,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 19.9 mmAverage,1.8 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 283 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,5th Gen AMD Ryzen 7  5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics,16 GB DDR4 RAMAverage,512 GB SSD,,HDMI,"WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
37990,Infinix,219,14,4.15,OS: Windows 11,"Utility: Performance, Everyday Use",Thickness: 14.8 mmUltra Slim,1.24 kgLightest,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,,,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,,"Backlit Keyboard, Inbuilt Microphone"
148990,Lenovo,87,,4.2,OS: Windows 11,Utility: Gaming,Utility: Gaming,Utility: Gaming,1 Year Warranty,16 inchesLarge,3200 x 2000 pixelsGood,~ 236 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores  8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"['99\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
71960,HP,104,8,4.35,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
46990,Honor,442,,4.2,OS: Windows 11,Utility: Everyday Use,Thickness: 17 mmSlim,1.43 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel UHD Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,['60\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
25990,Wings,92,,4.5,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.4 mmAverage,1.6 kgAverage,1 Year Warranty,15.6 inchesLargest,1080 x 1920 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1125G4,4 x (Turbo Speed upto 3.7 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Graphics Graphics,8 GB LPDDR4 RAMLargest,256 GB SSD,['17.85\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
49990,Acer,458,9,4.15,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,2.1 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,,,,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
63990,MSI,713,2,4.3,OS: Windows 11,Utility: Performance,Thickness: 21.7 mmThick,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i7 11800H,8 x 2.3 GHz (Turbo Speed upto 4.6 GHz) Cores,"Octa Core, 16 Threads",24 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR4 RAMLargest,"1 TB HARD Disk, 256 GB SSDAverage",['3 Cell Battery'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
